Intervension Matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH4,kg,4.675E-07,4.04445E-06,0,0,0,0,9.0489E-07,0.0053,0,0.00002603,0.00003602,0.0001278,6.486E-07,6.433E-07,7.295E-07,7.874E-07,6.87251E-07,7.80019E-06,1.66405E-06,4.90028E-07,1.10178E-06,9.51279E-07,1.84894E-05,8.36937E-07,9.0464E-07,0.0001336,0.0009206,0.000008312,0.000004853,6.1049E-06,0.00001074,0,0.000008857,1.2879E-06,0.0013999,0.0033999,0.00399,0.004567,0.0001395,0,0.0001154
CO2,kg,0.01109,2.75027E-05,0,0,0,0,0.01895,0.0011,0,1.724,1.96,3.2619,0.028149,0.02871,0.0144,0.01598,4.67338E-06,5.30422E-05,1.13157E-05,3.33224E-06,7.49224E-06,6.4688E-06,0.00012573,5.69126E-06,6.15165E-06,2.701,2.085,0.99409,0.8432,2727,0.5847,0,0.8046,0.079879,0.03906,0.016999,0,0.0001385,1.9619,29.4,2.6339
N2O,kg,5.296E-08,0,0,0,0,0,4.746E-07,0,0,0.00011709,0.00003602,0.000014209,0,6.9659E-07,0,3.8929E-07,0,0,0,0,0,0,0,0,0,0.000067829,0.00006097,0.00002423,0.000009312,0.000013229,0.00001074,0,0.000003504,0.000001993,0,0,0,0,0,0,0.000368
